node	type
C06199	gene
C03715	gene
C02576	gene
C02590	gene
C05772	gene
C05777	gene
C03832	gene
C05645	gene
C05830	gene
C02755	gene
C04105	gene
C14610	gene
C03567	gene
C02648	gene
C06742	gene
C02750	gene
C06336	gene
C02631	gene
C03673	gene
C03990	gene
C02534	gene
C03434	gene
C03636	gene
C03642	gene
C05273	gene
C06736	gene
C06737	gene
C03881	gene
C03808	gene
C03882	gene
C02933	gene
C03754	gene
C03727	gene
C05718	gene
C03098	gene
C16690	gene
C03933	gene
C04578	gene
C21080	gene
C06125	gene
C03422	gene
C04386	gene
C03874	gene
C05936	gene
C06195	gene
C10974	gene
C03846	gene
C05817	gene
C06986	gene
C03529	gene
C03711	gene
C05974	gene
C18125	gene
C02741	gene
C03797	gene
C04896	gene
C04435	gene
C09880	gene
C04508	gene
C02768	gene
C03954	gene
C03926	gene
C04205	gene
C05672	gene
C17941	gene
C03587	gene
C03237	gene
C02986	gene
C04167	gene
C03206	gene
C06654	gene
C21436	gene
C18351	gene
C14604	gene
C03941	gene
C03887	gene
C05133	gene
C04437	gene
C04422	gene
C16676	gene
C03957	gene
C04339	gene
C03888	gene
C03032	gene
C04648	gene
C04511	gene
C06517	gene
C05843	gene
C05842	gene
C06720	gene
C06731	gene
C14088	gene
C04446	gene
C06121	gene
C17204	gene
C19717	gene
C03930	gene
C03037	gene
C20271	gene
C16672	gene
C03864	gene
C03865	gene
C03503	gene
C04303	gene
C03995	gene
C06204	gene
C06205	gene
C14783	gene
C11713	gene
C16201	gene
C16202	gene
C03895	gene
C15653	gene
C04103	gene
C03458	gene
C15986	gene
C04052	gene
C05600	gene
C03678	gene
C05998	gene
C17658	gene
C03679	gene
C06641	gene
C06646	gene
C04061	gene
C06564	gene
C04778	gene
C03657	gene
C04468	gene
C11425	gene
C18256	gene
C03392	gene
C03314	gene
C04025	gene
C04590	gene
C05343	gene
C05977	gene
C04475	gene
C20859	gene
C04108	gene
C18040	gene
C03748	gene
C04234	gene
C03982	gene
C20314	gene
C20315	gene
C05262	gene
C05636	gene
C05770	gene
C03817	gene
C05568	gene
C03415	gene
C04311	gene
C04149	gene
C03323	gene
C05539	gene
C04462	gene
C03690	gene
C04170	gene
C04309	gene
C06054	gene
C04209	gene
C04201	gene
C05932	gene
C18048	gene
C05421	gene
C05413	gene
C04050	gene
C04187	gene
C03894	gene
C04536	gene
C03880	gene
C05683	gene
C21403	gene
C05952	gene
C05901	gene
C20154	gene
C10287	gene
C03585	gene
C14450	gene
C02124	gene
C04522	gene
C07090	gene
C05455	gene
C03599	gene
C03786	gene
C03622	gene
C04081	gene
C03798	gene
C04312	gene
C05904	gene
C09320	gene
C05375	gene
C04448	gene
C20264	gene
C04789	gene
C04232	gene
C06719	gene
C05587	gene
C06546	gene
C12231	gene
C16707	gene
C16704	gene
C17755	gene
C08557	gene
C04291	gene
C04203	gene
C04353	gene
C04404	gene
C04373	gene
C04391	gene
C05546	gene
C11475	gene
C04283	gene
C04341	gene
C04399	gene
C04361	gene
C04708	gene
C10164	gene
C04110	gene
C21414	gene
C04615	gene
C05860	gene
C04459	gene
C04695	gene
C04611	gene
C04264	gene
C04445	gene
C03905	gene
C12525	gene
C04625	gene
C04729	gene
C04832	gene
C11497	gene
C11496	gene
C11498	gene
C04504	gene
C04178	gene
C16246	gene
C16247	gene
C11136	gene
C05759	gene
C05746	gene
C05750	gene
C05753	gene
C05756	gene
C05762	gene
C16219	gene
C20372	gene
C20376	gene
C21430	gene
C08886	gene
C04433	gene
C20221	gene
C04815	gene
C04696	gene
C20674	gene
C16669	gene
C04561	gene
C19761	gene
C19799	gene
C20642	gene
C05147	gene
C11588	gene
C11457	gene
C06040	gene
C04677	gene
C04186	gene
C19965	gene
C06250	gene
C04586	gene
C04503	gene
C04196	gene
C11482	gene
C04379	gene
C04725	gene
C04527	gene
C05364	gene
C04564	gene
C04565	gene
C04489	gene
C02533	gene
C15645	gene
C15646	gene
C04619	gene
C05754	gene
C04582	gene
C04208	gene
C04219	gene
C06483	gene
C04866	gene
C04225	gene
C21250	gene
C15777	gene
C04618	gene
C04775	gene
C07282	gene
C05938	gene
C05947	gene
C05942	gene
C04806	gene
C16667	gene
C04342	gene
C15503	gene
C04597	gene
C21419	gene
C16644	gene
C04649	gene
C11553	gene
C04589	gene
C20497	gene
C04881	gene
C04830	gene
C20617	gene
C20618	gene
C20619	gene
C20620	gene
C05131	gene
C04692	gene
C20663	gene
C04840	gene
C08825	gene
C04505	gene
C08721	gene
C15560	gene
C04486	gene
C04759	gene
C04818	gene
C04576	gene
C04814	gene
C05981	gene
C11556	gene
C04581	gene
C05445	gene
C04559	gene
C18311	gene
C04112	gene
C17276	gene
C05411	gene
C05412	gene
C04742	gene
C11827	gene
C11826	gene
C05897	gene
C04638	gene
C04623	gene
C06637	gene
C06644	gene
C04731	gene
C04711	gene
C04858	gene
C10020	gene
C12627	gene
C07278	gene
C04630	gene
C04847	gene
C04886	gene
C05751	gene
C04622	gene
C11904	gene
C18672	gene
C20423	gene
C04768	gene
C05763	gene
C05447	gene
C04824	gene
C06022	gene
C04741	gene
C04850	gene
C04916	gene
C04735	gene
C04736	gene
C04887	gene
C04686	gene
C05760	gene
C04773	gene
C06432	gene
C04894	gene
C04851	gene
C04902	gene
C04901	gene
C04859	gene
C06066	gene
C04831	gene
C05454	gene
C04808	gene
C04763	gene
C06133	gene
C04924	gene
C05460	gene
C06052	gene
C04907	gene
C11377	gene
C04844	gene
C19944	gene
C06047	gene
C06048	gene
C05155	gene
C04913	gene
C04827	gene
C04932	gene
C04903	gene
C04849	gene
C04910	gene
C05950	gene
C20925	gene
C05622	gene
C04923	gene
C05925	gene
C05926	gene
C21065	gene
C21008	gene
C04883	gene
C06134	gene
C04926	gene
C04930	gene
C06148	gene
C20239	gene
C21094	gene
C04908	gene
C04934	gene
C04920	gene
C06131	gene
C06141	gene
C04937	gene
C04939	gene
C04936	gene
C04938	gene
C06024	gene
C19884	gene
C06138	gene
C04943	gene
C05159	gene
C15543	gene
C05110	gene
C05827	gene
C05487	gene
C05140	gene
C05504	gene
C05157	gene
C05825	gene
C05175	gene
C06163	gene
C06161	gene
C05177	gene
C07547	gene
C09654	gene
C05243	gene
C05179	gene
C06516	gene
C09555	gene
C05220	gene
C05190	gene
C05191	gene
C05247	gene
C06162	gene
C05316	gene
C05194	gene
C06327	gene
C05313	gene
C05314	gene
C05317	gene
C06350	gene
C05318	gene
C05319	gene
C05320	gene
C05321	gene
C05210	gene
C05218	gene
C05758	gene
C05230	gene
C05329	gene
C05234	gene
C05516	gene
C05326	gene
C05328	gene
C05275	gene
C05271	gene
C05280	gene
C05285	gene
C18075	gene
C06165	gene
C05691	gene
C05690	gene
C05698	gene
C05708	gene
C05414	gene
C05430	gene
C05417	gene
C05423	gene
C05424	gene
C05425	gene
C05431	gene
C05434	gene
C14146	gene
C15892	gene
C16291	gene
C05103	gene
C05452	gene
C05468	gene
C05448	gene
C17346	gene
C17339	gene
C05470	gene
C05481	gene
C05472	gene
C05482	gene
C05474	gene
C05476	gene
C05478	gene
C05483	gene
C05480	gene
C11825	gene
C05484	gene
C05571	gene
C05594	gene
C05580	gene
C05579	gene
C15566	gene
C05584	gene
C05625	gene
C12638	gene
C12667	gene
C12637	gene
C05907	gene
C05911	gene
C09756	gene
C05635	gene
C05660	gene
C05832	gene
C05637	gene
C05639	gene
C05651	gene
C05656	gene
C05652	gene
C05663	gene
C06330	gene
C11503	gene
C05655	gene
C05696	gene
C05697	gene
C05704	gene
C05705	gene
C05706	gene
C05695	gene
C18904	gene
C05707	gene
C05747	gene
C05748	gene
C16236	gene
C06423	gene
C01571	gene
C05757	gene
C06424	gene
C05767	gene
C05768	gene
C05769	gene
C05774	gene
C11545	gene
C06504	gene
C19724	gene
C05801	gene
C05802	gene
C05803	gene
C17551	gene
C05810	gene
C05811	gene
C05812	gene
C05813	gene
C05814	gene
C21084	gene
C05828	gene
C05851	gene
C06207	gene
C05861	gene
C05894	gene
C17550	gene
C08604	gene
C09727	gene
C16298	gene
C08647	gene
C05909	gene
C12138	gene
C12136	gene
C05919	gene
C05923	gene
C05955	gene
C05958	gene
C05962	gene
C05964	gene
C06360	gene
C05986	gene
C06255	gene
C06001	gene
C14463	gene
C06025	gene
C19877	gene
C06251	gene
C19890	gene
C21157	gene
C21173	gene
C06034	gene
C06234	gene
C18349	gene
C06041	gene
C20860	gene
C06046	gene
C06055	gene
C07335	gene
C11638	gene
C06057	gene
C06068	gene
C11636	gene
C06090	gene
C18226	gene
C11877	gene
C18228	gene
C19810	gene
C20145	gene
C11857	gene
C11905	gene
C06102	gene
C06104	gene
C06127	gene
C06132	gene
C06145	gene
C06146	gene
C06149	gene
C06172	gene
C12454	gene
C06182	gene
C06183	gene
C10157	gene
C06184	gene
C06194	gene
C06247	gene
C19875	gene
C19883	gene
C20933	gene
C21174	gene
C06408	gene
C06320	gene
C06324	gene
C06415	gene
C07097	gene
C06343	gene
C06332	gene
C06339	gene
C06342	gene
C06348	gene
C06365	gene
C20906	gene
C06368	gene
C17946	gene
C06384	gene
C06382	gene
C06383	gene
C06389	gene
C06392	gene
C06396	gene
C06398	gene
C07838	gene
C06503	gene
C06404	gene
C06407	gene
C06410	gene
C16715	gene
C06512	gene
C06511	gene
C06518	gene
C06505	gene
C06506	gene
C06509	gene
C06507	gene
C04122	gene
C06565	gene
C06568	gene
C06577	gene
C06575	gene
C06613	gene
C06609	gene
C16348	gene
C06610	gene
C06578	gene
C06589	gene
C06580	gene
C06586	gene
C06584	gene
C06600	gene
C06598	gene
C06581	gene
C21298	gene
C06640	gene
C06642	gene
C06638	gene
C06636	gene
C06645	gene
C06649	gene
C06605	gene
C06607	gene
C21105	gene
C21104	gene
C06635	gene
C06679	gene
C06674	gene
C06675	gene
C06758	gene
C06756	gene
C06753	gene
C06754	gene
C07888	gene
C07047	gene
C06729	gene
C14103	gene
C06761	gene
C07478	gene
C11354	gene
C06569	gene
C09825	gene
C09821	gene
C11502	gene
C06722	gene
C06726	gene
C06728	gene
C07111	gene
C04687	gene
C06739	gene
C15854	gene
C06254	gene
C06179	gene
C06521	gene
C11359	gene
C08586	gene
C15858	gene
C15867	gene
C19795	gene
C16274	gene
C16277	gene
C07216	gene
C07211	gene
C07214	gene
C07212	gene
C06712	gene
C07715	gene
C11348	gene
C07189	gene
C07114	gene
C07085	gene
C06593	gene
C20988	gene
C06658	gene
C06656	gene
C11353	gene
C06596	gene
C06594	gene
C06602	gene
C06643	gene
C07075	gene
C07095	gene
C07094	gene
C07092	gene
C06876	gene
C07099	gene
C15505	gene
C21103	gene
C07096	gene
C07721	gene
C07729	gene
C07732	gene
C08061	gene
C07101	gene
C07112	gene
C07215	gene
C06990	gene
C07722	gene
C16262	gene
C07728	gene
C07726	gene
C06793	gene
C11510	gene
C06627	gene
C18299	gene
C06570	gene
C18296	gene
C06628	gene
C06629	gene
C06659	gene
C06660	gene
C06661	gene
C06662	gene
C12832	gene
C06608	gene
C06791	gene
C06792	gene
C14866	gene
C07091	gene
C11922	gene
C11918	gene
C12318	gene
C11930	gene
C11928	gene
C06634	gene
C06616	gene
C06653	gene
C06633	gene
C11985	gene
C06989	gene
C16181	gene
C12837	gene
C07723	gene
C08063	gene
C06553	gene
C06748	gene
C06554	gene
C06555	gene
C08734	gene
C14149	gene
C06560	gene
C06557	gene
C08735	gene
C09818	gene
C09824	gene
C09811	gene
C16285	gene
C09809	gene
C09810	gene
C17569	gene
C05307	gene
C20764	gene
C17558	gene
C19772	gene
C15542	gene
C16157	gene
C11435	gene
C11440	gene
C11453	gene
C15915	gene
C15808	gene
C07836	gene
C19882	gene
C19878	gene
C21281	gene
C21282	gene
C11472	gene
C11427	gene
C14101	gene
C11429	gene
C11431	gene
C11432	gene
C11433	gene
C11430	gene
C16737	gene
C07025	gene
C07026	gene
C07028	gene
C07029	gene
C07030	gene
C07031	gene
C07288	gene
C07326	gene
C16538	gene
C19822	gene
C19821	gene
C15673	gene
C07329	gene
C20682	gene
C11506	gene
C11499	gene
C11537	gene
C07330	gene
C11504	gene
C07343	gene
C07344	gene
C16728	gene
C11507	gene
C15508	gene
C11509	gene
C07348	gene
C07295	gene
C07308	gene
C07349	gene
C11512	gene
C21385	gene
C11514	gene
C11515	gene
C11520	gene
C11523	gene
C15776	gene
C07272	gene
C07276	gene
C11535	gene
C11546	gene
C11548	gene
C11538	gene
C17401	gene
C11540	gene
C11543	gene
C16243	gene
C16244	gene
C11679	gene
C11680	gene
C11691	gene
C11681	gene
C11633	gene
C11634	gene
C11635	gene
C11672	gene
C09241	gene
C11682	gene
C11643	gene
C11676	gene
C11677	gene
C11783	gene
C11642	gene
C11812	gene
C11641	gene
C11675	gene
C07204	gene
C20240	gene
C11784	gene
C11683	gene
C11810	gene
C11813	gene
C11814	gene
C11816	gene
C11815	gene
C09337	gene
C11673	gene
C04150	gene
C20352	gene
C20390	gene
C04772	gene
C08481	gene
C11409	gene
C11412	gene
C11408	gene
C06060	gene
C06092	gene
C11872	gene
C09189	gene
C11874	gene
C05794	gene
C05789	gene
C05793	gene
C11829	gene
C11831	gene
C11830	gene
C11850	gene
C05797	gene
C18151	gene
C11873	gene
C11875	gene
C11853	gene
C11876	gene
C11882	gene
C11883	gene
C11884	gene
C18219	gene
C11895	gene
C11896	gene
C11897	gene
C11898	gene
C11899	gene
C11900	gene
C06088	gene
C16524	gene
C11860	gene
C11858	gene
C11859	gene
C11862	gene
C11865	gene
C11866	gene
C20632	gene
C11868	gene
C20633	gene
C11869	gene
C11855	gene
C11870	gene
C11887	gene
C20329	gene
C11886	gene
C11885	gene
C11888	gene
C11889	gene
C11924	gene
C11934	gene
C11935	gene
C11936	gene
C11398	gene
C11395	gene
C11401	gene
C11402	gene
C11415	gene
C11414	gene
C11416	gene
C11418	gene
C11403	gene
C11404	gene
C11406	gene
C11417	gene
C11420	gene
C11405	gene
C11419	gene
C19079	gene
C11421	gene
C19084	gene
C11937	gene
C11938	gene
C11941	gene
C11939	gene
C11940	gene
C11944	gene
C11943	gene
C11947	gene
C11950	gene
C11951	gene
C11952	gene
C18025	gene
C18027	gene
C20326	gene
C11925	gene
C11926	gene
C19960	gene
C11910	gene
C21071	gene
C18035	gene
C18032	gene
C20760	gene
C12003	gene
C11990	gene
C11991	gene
C11994	gene
C11998	gene
C11995	gene
C11996	gene
C20741	gene
C11999	gene
C20739	gene
C20740	gene
C11970	gene
C11978	gene
C11954	gene
C11962	gene
C11971	gene
C11979	gene
C11955	gene
C11963	gene
C11972	gene
C11973	gene
C11980	gene
C11981	gene
C11956	gene
C11957	gene
C11964	gene
C11965	gene
C11975	gene
C11974	gene
C11976	gene
C11983	gene
C11982	gene
C11984	gene
C11959	gene
C11958	gene
C11960	gene
C11967	gene
C11966	gene
C11968	gene
C08980	gene
C19732	gene
C19942	gene
C20945	gene
C17148	gene
C12083	gene
C11986	gene
C11987	gene
C11988	gene
C06562	gene
C12316	gene
C12127	gene
C12137	gene
C12128	gene
C12095	gene
C08639	gene
C12141	gene
C12643	gene
C08620	gene
C16306	gene
C16369	gene
C19762	gene
C20469	gene
C20490	gene
C12096	gene
C16350	gene
C16372	gene
C12139	gene
C12140	gene
C16307	gene
C16315	gene
C16312	gene
C16367	gene
C16370	gene
C16301	gene
C20491	gene
C20496	gene
C16232	gene
C12123	gene
C15567	gene
C09751	gene
C09614	gene
C15531	gene
C08578	gene
C12204	gene
C12212	gene
C12213	gene
C12214	gene
C12215	gene
C12109	gene
C12107	gene
C12246	gene
C14721	gene
C12247	gene
C12249	gene
C10098	gene
C12626	gene
C16911	gene
C20727	gene
C12325	gene
C12323	gene
C12319	gene
C21073	gene
C21137	gene
C12320	gene
C12442	gene
C12397	gene
C12402	gene
C12398	gene
C12399	gene
C12400	gene
C12401	gene
C12405	gene
C12407	gene
C12406	gene
C12409	gene
C12411	gene
C12412	gene
C12414	gene
C12391	gene
C18679	gene
C12392	gene
C12393	gene
C12394	gene
C12416	gene
C12417	gene
C12418	gene
C18630	gene
C12419	gene
C12421	gene
C18335	gene
C12422	gene
C12423	gene
C12424	gene
C12425	gene
C12427	gene
C12428	gene
C12429	gene
C12431	gene
C12430	gene
C12432	gene
C12433	gene
C01661	gene
C12435	gene
C18356	gene
C12436	gene
C18358	gene
C12437	gene
C18360	gene
C12367	gene
C12368	gene
C12373	gene
C12374	gene
C12369	gene
C12375	gene
C12376	gene
C12370	gene
C12377	gene
C12378	gene
C12371	gene
C12380	gene
C12383	gene
C12384	gene
C12385	gene
C12386	gene
C12387	gene
C12440	gene
C06176	gene
C15612	gene
C12449	gene
C02066	gene
C12453	gene
C10850	gene
C17378	gene
C21097	gene
C12483	gene
C12462	gene
C12463	gene
C12460	gene
C12457	gene
C12459	gene
C12458	gene
C12471	gene
C20629	gene
C12467	gene
C12468	gene
C12469	gene
C20637	gene
C12479	gene
C12480	gene
C12475	gene
C12476	gene
C12472	gene
C12473	gene
C16933	gene
C12623	gene
C12625	gene
C12640	gene
C12642	gene
C12644	gene
C16297	gene
C16305	gene
C16368	gene
C20489	gene
C20495	gene
C08725	gene
C12641	gene
C12647	gene
C12645	gene
C12634	gene
C12635	gene
C12636	gene
C03898	gene
C10175	gene
C12668	gene
C12633	gene
C12646	gene
C16292	gene
C09789	gene
C12629	gene
C12632	gene
C12630	gene
C12833	gene
C12834	gene
C12835	gene
C05618	gene
C14859	gene
C16266	gene
C19847	gene
C17440	gene
C13621	gene
C13622	gene
C13623	gene
C13624	gene
C13625	gene
C13626	gene
C13629	gene
C13631	gene
C13628	gene
C13638	gene
C13633	gene
C13952	gene
C14111	gene
C14099	gene
C14113	gene
C14112	gene
C14114	gene
C14102	gene
C02909	gene
C14116	gene
C14117	gene
C14118	gene
C14083	gene
C14089	gene
C14084	gene
C14085	gene
C14087	gene
C14090	gene
C14091	gene
C14092	gene
C14093	gene
C14094	gene
C14096	gene
C14104	gene
C14100	gene
C14105	gene
C14106	gene
C14108	gene
C14109	gene
C14110	gene
C14145	gene
C11249	gene
C08579	gene
C15968	gene
C15969	gene
C15983	gene
C16282	gene
C19730	gene
C19731	gene
C08614	gene
C18196	gene
C18195	gene
C20894	gene
C08584	gene
C13431	gene
C13433	gene
C08585	gene
C13453	gene
C14044	gene
C14045	gene
C13455	gene
C13454	gene
C19811	gene
C13456	gene
C15514	gene
C16276	gene
C05433	gene
C08601	gene
C08590	gene
C15981	gene
C08733	gene
C08737	gene
C14148	gene
C14150	gene
C14178	gene
C06442	gene
C16432	gene
C14418	gene
C14722	gene
C14723	gene
C14724	gene
C14725	gene
C14727	gene
C14540	gene
C11714	gene
C14796	gene
C14797	gene
C14799	gene
C14798	gene
C14785	gene
C14784	gene
C14802	gene
C14800	gene
C14788	gene
C14801	gene
C14789	gene
C14790	gene
C14815	gene
C14809	gene
C14811	gene
C14781	gene
C14813	gene
C14782	gene
C14814	gene
C14765	gene
C14839	gene
C14840	gene
C14717	gene
C14844	gene
C14453	gene
C14842	gene
C14841	gene
C14845	gene
C14846	gene
C14849	gene
C14850	gene
C14851	gene
C18276	gene
C18275	gene
C18270	gene
C18284	gene
C18286	gene
C14852	gene
C14853	gene
C14854	gene
C14858	gene
C14857	gene
C14860	gene
C14862	gene
C07490	gene
C14867	gene
C11149	gene
C14869	gene
C18246	gene
C14775	gene
C14774	gene
C14773	gene
C14772	gene
C14870	gene
C14872	gene
C14873	gene
C14875	gene
C14877	gene
C14876	gene
C14829	gene
C14828	gene
C15038	gene
C15484	gene
C13712	gene
C18041	gene
C15486	gene
C15500	gene
C15502	gene
C16581	gene
C02982	gene
C15488	gene
C03043	gene
C15501	gene
C15511	gene
C15515	gene
C15517	gene
C15516	gene
C15518	gene
C15520	gene
C08576	gene
C16416	gene
C16407	gene
C16406	gene
C08577	gene
C20648	gene
C03226	gene
C02483	gene
C14152	gene
C15529	gene
C10478	gene
C15530	gene
C15533	gene
C04218	gene
C20985	gene
C06400	gene
C04465	gene
C12093	gene
C15538	gene
C15540	gene
C20461	gene
C20467	gene
C20471	gene
C06361	gene
C15544	gene
C15546	gene
C02903	gene
C18910	gene
C15557	gene
C15558	gene
C20908	gene
C15559	gene
C15562	gene
C10216	gene
C12125	gene
C10200	gene
C15569	gene
C01971	gene
C15572	gene
C15574	gene
C15576	gene
C15578	gene
C15579	gene
C15582	gene
C15591	gene
C15599	gene
C15604	gene
C17210	gene
C15609	gene
C02921	gene
C17336	gene
C15614	gene
C17343	gene
C15616	gene
C15647	gene
C15650	gene
C15651	gene
C15656	gene
C15658	gene
C16070	gene
C15700	gene
C15769	gene
C15770	gene
C15772	gene
C15784	gene
C15795	gene
C15785	gene
C15786	gene
C15796	gene
C15790	gene
C15788	gene
C15791	gene
C15792	gene
C15799	gene
C17733	gene
C16252	gene
C15797	gene
C16253	gene
C15787	gene
C15800	gene
C15803	gene
C15801	gene
C15794	gene
C08814	gene
C19873	gene
C15793	gene
C17735	gene
C15813	gene
C15814	gene
C15812	gene
C19874	gene
C16251	gene
C15782	gene
C15783	gene
C01753	gene
C05442	gene
C15780	gene
C15778	gene
C15816	gene
C15883	gene
C14151	gene
C15857	gene
C19764	gene
C19765	gene
C19759	gene
C16151	gene
C15859	gene
C15907	gene
C15908	gene
C15910	gene
C15919	gene
C15933	gene
C15940	gene
C15935	gene
C15860	gene
C15861	gene
C15877	gene
C15878	gene
C15879	gene
C15881	gene
C15884	gene
C15885	gene
C15887	gene
C15888	gene
C15895	gene
C15898	gene
C15900	gene
C15902	gene
C15903	gene
C15905	gene
C15911	gene
C15914	gene
C15917	gene
C15864	gene
C15928	gene
C15932	gene
C15937	gene
C15941	gene
C15942	gene
C15965	gene
C15966	gene
C08583	gene
C15967	gene
C15982	gene
C16486	gene
C15971	gene
C15984	gene
C15989	gene
C16675	gene
C20248	gene
C16015	gene
C17027	gene
C16145	gene
C19797	gene
C19840	gene
C16146	gene
C19839	gene
C19841	gene
C16147	gene
C16148	gene
C16182	gene
C15926	gene
C16196	gene
C16205	gene
C16203	gene
C16206	gene
C16207	gene
C16214	gene
C16213	gene
C16211	gene
C16204	gene
C16208	gene
C16209	gene
C16233	gene
C14536	gene
C16195	gene
C16197	gene
C16191	gene
C10205	gene
C16222	gene
C16188	gene
C16189	gene
C16225	gene
C16223	gene
C16224	gene
C07593	gene
C10522	gene
C16226	gene
C16227	gene
C16228	gene
C16229	gene
C16230	gene
C10538	gene
C16231	gene
C16192	gene
C16217	gene
C21114	gene
C21115	gene
C16220	gene
C16221	gene
C16240	gene
C16237	gene
C16832	gene
C16241	gene
C16248	gene
C16259	gene
C16261	gene
C16263	gene
C16272	gene
C16271	gene
C16283	gene
C16284	gene
C16275	gene
C16278	gene
C16279	gene
C16280	gene
C16300	gene
C16321	gene
C19936	gene
C20704	gene
C04785	gene
C16347	gene
C16324	gene
C16323	gene
C16322	gene
C16320	gene
C16325	gene
C16311	gene
C16310	gene
C16319	gene
C16349	gene
C16371	gene
C16351	gene
C16314	gene
C16313	gene
C16288	gene
C16289	gene
C16373	gene
C16327	gene
C16328	gene
C16329	gene
C16332	gene
C16333	gene
C16336	gene
C16337	gene
C16293	gene
C16295	gene
C16296	gene
C16299	gene
C16304	gene
C16303	gene
C16302	gene
C16360	gene
C16361	gene
C16365	gene
C16356	gene
C16354	gene
C16163	gene
C16374	gene
C16167	gene
C16375	gene
C16366	gene
C16359	gene
C16152	gene
C16387	gene
C16171	gene
C16388	gene
C16355	gene
C21144	gene
C16363	gene
C16364	gene
C16159	gene
C16390	gene
C16419	gene
C10028	gene
C09826	gene
C16418	gene
C10044	gene
C16415	gene
C01378	gene
C09736	gene
C16417	gene
C16408	gene
C16409	gene
C16410	gene
C16392	gene
C16393	gene
C16402	gene
C16394	gene
C16413	gene
C16412	gene
C16403	gene
C16414	gene
C16422	gene
C09755	gene
C16400	gene
C16399	gene
C16420	gene
C16395	gene
C16398	gene
C16411	gene
C16428	gene
C16429	gene
C16430	gene
C16445	gene
C16448	gene
C16467	gene
C20753	gene
C20755	gene
C16462	gene
C11386	gene
C16469	gene
C16481	gene
C16483	gene
C16479	gene
C16480	gene
C16474	gene
C16478	gene
C16475	gene
C16490	gene
C16494	gene
C16497	gene
C16496	gene
C16500	gene
C16502	gene
C16503	gene
C16504	gene
C16508	gene
C16506	gene
C16507	gene
C21171	gene
C16517	gene
C16523	gene
C06425	gene
C20947	gene
C21005	gene
C20855	gene
C19623	gene
C16513	gene
C16525	gene
C21082	gene
C16527	gene
C16522	gene
C21083	gene
C09305	gene
C16597	gene
C16598	gene
C16600	gene
C16590	gene
C16636	gene
C06482	gene
C16638	gene
C16834	gene
C16635	gene
C07649	gene
C12673	gene
C16630	gene
C16633	gene
C11736	gene
C16634	gene
C16835	gene
C16631	gene
C16632	gene
C06837	gene
C16613	gene
C04646	gene
C16621	gene
C16615	gene
C16618	gene
C16616	gene
C16617	gene
C16619	gene
C16620	gene
C16639	gene
C07585	gene
C07446	gene
C16622	gene
C16836	gene
C11173	gene
C16542	gene
C16543	gene
C12518	gene
C16837	gene
C16577	gene
C16576	gene
C16545	gene
C16546	gene
C16544	gene
C05011	gene
C16547	gene
C16548	gene
C16549	gene
C07644	gene
C16550	gene
C07647	gene
C16551	gene
C07646	gene
C16552	gene
C16553	gene
C16555	gene
C16554	gene
C16559	gene
C16558	gene
C16557	gene
C16561	gene
C16560	gene
C16647	gene
C11004	gene
C16569	gene
C16570	gene
C16571	gene
C16572	gene
C16584	gene
C16582	gene
C16586	gene
C16587	gene
C16591	gene
C16592	gene
C16595	gene
C16596	gene
C07496	gene
C16602	gene
C16601	gene
C07493	gene
C16603	gene
C16606	gene
C16604	gene
C16605	gene
C16648	gene
C16649	gene
C16650	gene
C16651	gene
C16653	gene
C16654	gene
C16656	gene
C16655	gene
C16657	gene
C16658	gene
C16652	gene
C16659	gene
C16660	gene
C16661	gene
C16662	gene
C16607	gene
C16612	gene
C16609	gene
C16564	gene
C16568	gene
C08748	gene
C16682	gene
C15493	gene
C16691	gene
C16695	gene
C16696	gene
C10865	gene
C16702	gene
C16703	gene
C21405	gene
C21406	gene
C12173	gene
C16705	gene
C16708	gene
C16713	gene
C16709	gene
C16712	gene
C16714	gene
C06533	gene
C16718	gene
C08301	gene
C02765	gene
C16721	gene
C10740	gene
C06538	gene
C09243	gene
C16724	gene
C06522	gene
C16735	gene
C16725	gene
C16846	gene
C06528	gene
C11379	gene
C20222	gene
C20223	gene
C09987	gene
C09910	gene
C10138	gene
C16733	gene
C16734	gene
C16731	gene
C16730	gene
C16729	gene
C11338	gene
C01722	gene
C08299	gene
C02951	gene
C16849	gene
C16884	gene
C20279	gene
C17010	gene
C17017	gene
C17139	gene
C17206	gene
C17207	gene
C17212	gene
C17213	gene
C17214	gene
C17215	gene
C17216	gene
C17217	gene
C17218	gene
C17219	gene
C17220	gene
C17221	gene
C17222	gene
C17223	gene
C17224	gene
C17225	gene
C17226	gene
C17227	gene
C17228	gene
C17229	gene
C17230	gene
C17231	gene
C17232	gene
C17233	gene
C17236	gene
C20327	gene
C17239	gene
C17240	gene
C17241	gene
C17243	gene
C17244	gene
C17245	gene
C17248	gene
C17246	gene
C17249	gene
C17251	gene
C17253	gene
C17264	gene
C17265	gene
C17266	gene
C17259	gene
C17260	gene
C05144	gene
C20395	gene
C17326	gene
C17327	gene
C17331	gene
C17332	gene
C17337	gene
C17333	gene
C17335	gene
C17510	gene
C17552	gene
C17554	gene
C17559	gene
C17560	gene
C17561	gene
C17562	gene
C17541	gene
C17542	gene
C17747	gene
C17745	gene
C17748	gene
C17743	gene
C17742	gene
C10443	gene
C17749	gene
C17750	gene
C17751	gene
C08539	gene
C17752	gene
C08540	gene
C08538	gene
C08542	gene
C08552	gene
C17754	gene
C17757	gene
